title,text,subject,date,label
heiress disney empire knows gop scammed us  shreds tax bill,abigail disney heiress brass ovaries profit gop tax scam bill f cking poor people over  ms  disney penned op ed usa today rips gop new one always cognizant income wealth inequality  words  donald trump  paul ryan bob corker  mitch mcconnell  abigail disney  dammit  since election ronald reagan  gap rich poor grown dramatically trickle economics turned cause trickle up  writes  nothing brought problem inequality sharper focus current proposals republicans overhaul tax system  disney says proposal burdensome middle class decreasing responsibility wealthy contribute common good  dropped truth bomb   we like truth bombs  republicans insist plan cut taxes middle class  truth meager savings offset losses elsewhere deductions longer allowed  loss medicaid medicare coverage  less funding education  chopping block order provide tax cut wealthy people like me  even tax break private jet owners  bill give tax cut also killing health insurance 13 million people  disney wrote  let pass  20 million children  tax free  friends private jets  get tax cut too  suffocating education system  dying infrastructure national debt least  1 5 trillion bigger  social mobility far reach people like you  disney continued  able stay comfortably right am  strike fair  no  not  thankyouverymuch  given bill written  think looking lot like nightmare pirates caribbean  disney wrote  made angry yet  really hope made angry  be  one votes tax bill voting life mind  pay it  watch this disney heiress taking stand gop tax bill even though going benefit pic twitter com e5bmci83mu nowthis   nowthisnews  december 20  2017 democracy bunch people advocating self interest instead interests greater good  democracy  anarchy  disney added  need start voting acting citizens though common good matters personal well being  tax reform  heist photo ralph orlowski getty images burda media ,News,"December 20, 2017",fake
internet brutally mocks disney s new trump robot hall presidents,new animatronic figure hall presidents walt disney world added  every former leader republic depicted audio animatronics show  figure supposedly resembles jon voight donald trump added collection absolutely horrifying  internet noticed that  too here pictures donald trump animatronic   hallofpresidents pic twitter com a45en9jwys wdw news today   wdwnt  december 19  2017trump robot hall presidents looks like 71 year old chucky doll  pic twitter com ylcbmhpnvg john cohen   johncohen1  december 19  2017breaking  7 disney princesses storm trooper come forward alleging hall presidents trump made lewd comments brohibition   ohnoshetwitnt  december 19  2017trump animatronic figure disney hall presidents looks like carved play doh left florida heat  discovered dying albino squirrel settled atop head left decompose  pic twitter com 3vmzuteylx elizabeth m     elizabethmay  december 19  2017in time w  many heavy items  thank disney laugh  much well  realdonaldtrump animatronic  little hands  check absurdly long tie  check horrifying face  checkmatewhen trump impeached  move haunted mansion  state resistance   altstatedpt  december 19  2017all presidents disney new hall presidents look like believe donald trump president either pic twitter com emp9ux1bm8 matt binder   mattbinder  december 18  2017disney unveiled trump figure hall presidents  save production costs  pulled animated hands retired figurine small world ride  tim hanlon   timfromda70s  december 19  2017the best part donald trump disney hall presidents remove hall presidents put pirates caribbean ride jail  pic twitter com xviykfqcet rex huppke   rexhuppke  december 19  2017comment today local news channel anchor orlando  donald trump robot added disney hall presidents  hope programmed former presidents roll eyes shake heads talking  mark hertling   markhertling  december 19  2017npr  disney world adds trump animatronic figure  likeness lacking  really wants look accurate donald  man presidential looking fucking pokemon  stephen   harvest this  december 19  2017could put animatronic version white house real one disney world  asking 7 6 billion people future planet   disney  trump  jonvoight david schmid   davidschmid1  december 19  2017we pretty sure disney trolling trump image via twitter ,News,"December 19, 2017",fake
senators seek stop expansion airport facial scans,washington  reuters    two u s  senators thursday urged federal authorities halt planned expansion  1 billion airport facial scanning program  saying technology used identify travelers flights departing nine u s  airports international destinations may accurate enough raises privacy concerns  congress approved use program non u s  citizens  never expressly authorized use americans  department homeland security said system needed prevent travelers leaving country using someone else s identity prevent visitors united states overstaying visas  senators mike lee  republican  edward markey  democrat  letter department homeland security secretary kirstjen nielsen  raised concerns many travelers would inconvenienced faulty scan results questioned americans subjected screens  known biometric exit detection technology  letter  raised objections expanding program beyond nine airports already use  “we request dhs stop expansion program provide congress explicit statutory authority use expand biometric exit program u s  citizens ” senators wrote  “if specific authorization  request explanation dhs believes authority proceed” cited report released thursday georgetown university law school s center privacy   technology found dhs conducting scans “without basic legal technical safeguards   meaningful justification billion dollar cost ” congress 2016 authorized spending  1 billion 10 years facial scans  u s  customs border protection  cbp   website  says program collects “facial images travelers united states” flight uses images verify identities  says images stored two weeks says “cbp dedicated protecting privacy travelers ” government said thursday u s  citizens may opt facial screening instead separate review id documents  u s  customs border protection spokeswoman said government working establish biometric exit program “in way that s efficient secure traveler least disruptive travel industry ” airports using system include boston  las vegas  miami  new york s john f  kennedy  washington dulles  houston airports  chicago o hare atlanta  senators want dhs provide data program unduly burden travelers  dhs said previously goal 96 percent “true accept rate ” meaning technology positively identify 96 percent faces scans  senators  however  said meant “there would still false denial one 25 travelers  evidence certain face scans exhibit different error rate depending race gender person scanned ” dhs said travelers cannot verified escorted another area customs border patrol uses methods verify identity  georgetown law report also noted dhs established rules governing program  “it s dhs hired billion dollar bouncer check ids never checked good spotting fake ” said laura moy  deputy director center co author report  “they also don t know he s biased certain groups people ” senators said dhs also needed safeguards ensure facial data shared u s  agencies ,politicsNews,"December 21, 2017 ",real
oops  trump judicial nominee didn t tell congress marriage white house attorney,major conflict interest automatically disqualify him when senate judiciary committee voted along party lines approve donald trump nomination brett talley federal judgeship alabama  without knowing talley married white house lawyer ann donaldson  chief staff white house counsel donald mcgahn that pretty big detail leave disclosure form according new york times mr  talley asked publicly released senate questionnaire identify family members others likely present potential conflicts interest  mention wife district judges often provide first ruling laws called question  decisions put odds white house lawyers  last month  example  judges hawaii maryland temporarily blocked mr  trump travel ban mr  talley also mention wife described frequent contact white house lawyers nomination process talley also never tried case life  making even unqualified judge  fact  american bar association judged tally unqualified position rare unanimous decision the senate could hold confirmation vote early monday  important reject talley  especially since lied omission if republicans confirm talley  telling future nominees okay lie congress order get important job  allowed happen  trump republicans often claim immigration based merit  well  becoming federal judge definitely based merit  based married whether rubber stamp corrupt administration featured image  win mcnamee getty images,News,"November 13, 2017",fake
leaked email proves trump officials aware russia thrown usa election  trump,donald trump current deputy national security adviser k t  mcfarland  former fox news personality  k  t  mcfarland admitted email colleague 2016 presidential transition russia throwing election trump  leaked email written weeks trump inauguration states sanctions would make difficult ease relations russia  thrown u s a  election him  new york times reports but emails among top transition officials  provided described new york times  suggest mr  flynn far rogue actor  fact  emails  coupled interviews court documents filed friday  showed mr  flynn close touch senior members trump transition team spoke russian ambassador  sergey i  kislyak  american sanctions russia a white house lawyer tried explain mcfarland email times saying referring democrats portrayal election  make sense  way mcfarland wrote email thomas p  bossert  currently serves trump homeland security adviser  forwarded future national security advisor michael flynn  now indicted   future chief staff reince priebus  future senior strategist stephen bannon  future press secretary sean spicer  daily beast reports with pearl clutching witnessed conservatives hillary clinton emails  think sending messages russia throwing election trump this past march  john oliver  host hbo comedy show last week tonight started segment called stupid watergate  described scandal potential ramifications watergate  everyone involved stupid bad everything  nailed it photo chip somodevilla getty images ,News,"December 2, 2017",fake
trump twitter  dec     hillary clinton  tax cut bill,following statements posted verified twitter accounts u s  president donald trump   realdonaldtrump  potus  opinions expressed own  reuters edited statements confirmed accuracy   realdonaldtrump     based fact unfair unpopular individual mandate terminated part tax cut bill  essentially repeals  over time  obamacare  democrats   republicans eventually come together develop great new healthcare plan   0658 est    wow   foxandfrlends “dossier bogus  clinton campaign  dnc funded dossier  fbi cannot  after time  verify claims dossier russia trump collusion  fbi tainted ” used crooked hillary pile garbage basis going trump campaign   0824 est    signs business looking really good next year  helped tax cut bill  great year companies jobs  stock market poised another year success   17 17 est     source link   bit ly 2jbh4lu   bit ly 2jpexyr ,politicsNews,"December 26, 2017 ",real
breitbart editor cnn host  song ringo starr proves roy moore isn t pedo  video ,breitbart news editor tried use song ringo starr covered order make claims appear false controversial alabama gop senate candidate roy moore engaged sexual misconduct teenage girls thirties  monday  breitbart editor joel pollak told host chris cuomo cnn new day starr released sixteen  you beautiful  mine   cover song actually written robert b  sherman richard m  sherman performed johnny burnette  song also featured american graffiti  30 something time singing 16 year old  pollak said  want take away ringo starr achievement  serious  cuomo shot back  dead serious  think ringo starr song supposed nod toward allowing 30 year olds prey teenagers  believe that  joel  parent  believe that  watch breitbart senior editor defends judge roy moore citing ringo starr s hit cover song  you re sixteen beautiful  and mine   new day   newday  november 27  2017pollack previously claimed moore creeping high school girls perfectly legitimate age consent 16 years old alabama  said accurate claim teenage girls teenagers one 16 18  would considered wait teenage years moore  way  accused pursuing relationships girls young 14 years old 30s  moore also banned gadsden mall ymca perving teenage girls  police officer assigned job making sure moore stayed away high school ballgames sure bother cheerleaders someone check pollak browsing history  thought  fact  check donald trump s  too  since come strong support roy moore image via screen capture ,News,"November 27, 2017",fake
white house panics knowing flynn going take,donald trump taking vacations  special counsel robert mueller working hard russia investigation  instead golfing weekend  suggest former reality show star huddle lawyers  trump former national security adviser michael flynn pleaded guilty lying fbi conversations russian ambassador fully cooperating mueller  part plea deal  flynn admitted directed senior member trump transition team make contact russian officials december  addition  flynn prepared testify trump candidate  ordered make contacts russians this marks first instance solid proof collusion team trump hostile foreign government on friday  news broke  white house insisted flynn guilty plea implicate trump anyone else white house the white house said statement flynn fired making false statements trump officials  worked administration short time former obama administration official  false statements involved mirror false statements white house officials resulted resignation february year  said white house lawyer ty cobb  nothing guilty plea charge implicates anyone mr  flynn  white house referred flynn former national security advisor white house 25 days well former obama administration official  however  white house left important details  president obama fired flynn head defense intelligence agency also warned trump flynn discussion two days election emphasized concerns joining national security team new president on top that  flynn forced resign  trump called wonderful man treated unfairly media photo david becker getty images ,News,"December 1, 2017",fake
trump said insanely racist stuff inside oval office  witnesses back,wake yet another court decision derailed donald trump plan bar muslims entering united states  new york times published report saturday morning detailing president frustration getting way far back frustration goes according article  back june  trump stomped oval office  furious state travel ban  thought would implemented fully place then  instead  fumed  visas already issued immigrants rate friends calling say looked like fool making broad pronouncements it trump began reading document top advisor  noted white supremacist stephen miller  handed meeting cabinet  page listed many visas issued year  included 2 500 afghanistan  a country travel ban   15 000 haiti  also included   40 000 nigeria  sensing pattern yet    trump expressed dismay each according witnesses room spoke times condition anonymity  interviewed along three dozen others article  trump called country faults read  afghanistan terrorist haven  people nigeria would never go back huts saw glory america  immigrants haiti aids  despite extensive research done newspaper  white house course denies language used but given trump racist history advisor stephen miller blatant white nationalism  would surprise freedom information act request turned document question statements printed inline commentary president punctuate anger with  miller  all  responsible american carnage speech trump delivered inauguration this racist menace america  represent anything country stands for  let hope indictments robert mueller way speak featured image via chris kleponis pool getty images,News,"December 23, 2017",fake
factbox   big ticket items center congress funding battle, reuters    u s  congress weighing military spending  healthcare major decisions tied temporary funding bill keep government operating beyond friday  lawmakers rush begin year end recess  republicans control house representatives senate  disagreements two chambers  along differences republicans democrats  make potentially difficult days ahead  following big initiatives consideration  money expires midnight friday operation federal agencies  congress failed approve regular appropriations bills fiscal year began oct  1 washington operating series temporary funding bills  house proposing another temporary extension   one would run jan  19  2018  unclear whether senate would stick date seek slightly later one give congress time write legislation funding agencies sept  30  president donald trump pushing significant increase defense spending  conservatives congress want include money stopgap funding bill week  senate democrats expected block negotiators reach deal coupling non defense spending bigger military budget  congress likely include  81 billion help puerto rico  u s  virgin islands several states recover severe hurricanes  wildfires natural disasters  children s health insurance program  helps provide medical care nearly 9 million children low income families  slated five year renewal house  senate might balk way structured  unclear whether would opt temporary funding  senate might attach bipartisan measure maintains healthcare subsidies low income people participating affordable care act  also known obamacare  many house republican lawmakers dislike idea  national security agency s warrantless internet surveillance program foreign intelligence surveillance act could renewed  competing versions legislation house senate  legislation protect “dreamers” deportation expected included  despite democrats  push resolve issue year s end  negotiators trying reach deal helping immigrants  many mexico central america  brought united states illegally children  issue expected come back life early 2018 ,politicsNews,"December 20, 2017 ",real
trump wakes scream black people hurling racial slur yesterday,donald trump thinks rage tweets nfl players choose kneel instead stand national anthem form silent protest racial injustice police brutality  go away that  inadvertently highlights problem  former reality show star dropped racial slur yesterday front native american heroes  today  jumped twitter yell black people  see pattern here  least 24 players kneeling weekend nfl stadiums hard time filling up  trump screamed world  american public fed disrespect nfl paying country  flag national anthem  weak control  least 24 players kneeling weekend nfl stadiums hard time filling up  american public fed disrespect nfl paying country  flag national anthem  weak control  donald j  trump   realdonaldtrump  november 28  2017this go well internet hey mr  clumsy  added native americans long list americans insulted  make life easier us tell us using n word  suspense killing us   disgrace   ronenbergen  november 28  2017collin kapernick named time person year  way go collin  time  takeaknee winning mn   winningmn  november 28  2017let go  mad want do  rick laferriere   ricklaf2  november 28  2017the american public fed disrespect president paying blacks  browns  mexicans  gays women since entered office  hafiz shariff   hafizdoc  november 28  2017mr  trump  fake news  leanne   msteacher80  november 28  2017 weak control   pot calling kettle black  pic twitter com 6ovsnvbstm dan  qwertygeo    the qwertygeo  november 28  2017disrespect a hole trying honor code talkers standing front andrew jackson  kimberly   kdd75  november 28  2017according numbers compiled associated press reporters stadiums around country sunday  23 24 players participated protests as trump claim lack attendance  attendance week 12 listed nearly 12 million fans league 32 teams pro football reference  week 12 drawing 1 million  according washington post the average attendance nfl games actually slightly  68 914 per game 2016 69 264 per game  president liar pants lied again  wants talk attendance  discuss unenthusiastic inauguration crowd size  ratings  ranks least popular president history polling donald trump actively trying divide country even already is  trump obsession nfl athletes protesting racial injustice obvious  yet  seem concerned tiki torch carrying nazis marched name charlottesville year trump outrageous attacks past two days mean big news drop  wait it photo chip somodevilla getty images ,News,"November 28, 2017",fake
americans elected president accused raping  year old girl,awful campaign filled hateful rhetoric  american voters elected man lead powerful country earth even accused raping 13 year old  year 2016 accused alleged billionaire  former reality show star admitted sexual predator  still  even revelations  conservatives saw nothing wrong donald trump behavior  plaintiff described horrifying incident trump friend jeffrey epstein allegedly raped child  lawsuit filed claims threats made order victim keep mouth shut happened both defendants let plaintiff know wealthy  powerful man indicated power  ability  means carry threats  indeed  defendant trump stated plaintiff ever say anything want disappear like maria  12 year old female forced involved third incident defendant trump plaintiff seen since third incident  capable whole family killed there witness backed jane doe claims  according lawsuit  trump epstein sexually physically abused 13 year old plaintiff forced engage various perverted depraved sex acts including forced manually stimulate defendant trump use hand upon defendant trump erect penis reached sexual orgasm  forced engage unnatural lesbian sex act fellow minor sex slave  maria doe  age 12  sexual enjoyment defendant trump luring series underage sex parties promising money modeling career  according snopes trump admitted knowing epstein 15 years  epstein named multiple similar lawsuits  served 13 months jail  registered sex offender life the lawsuit filed california april 26  2016  dismissed technical filing errors refiled june year  dropped november plaintiff received death threats last year  trump also accused 16 women sexually harassing assaulting them  conservatives went elect knowing full well sexual predator said access hollywood tape history kind remembers november 2016 photo alex wong getty images ,News,"November 29, 2017",fake
man says delivered manure mnuchin protest new u s  tax law, in dec  25 story  second paragraph  corrects name strong s employer mental health department  public health department   bernie woodall  reuters    man claiming person delivered gift wrapped package horse manure los angeles home u s  treasury secretary steven mnuchin said monday protest federal tax overhaul signed law last week president donald trump  robert strong  45  psychologist los angeles county mental health department  said telephone left poop filled parcel addressed mnuchin trump driveway outside mnuchin s home posh bel air community  knbc tv  nbc television affiliate los angeles  reported mnuchin home time  package found mnuchin s neighbor  “protest really funny ” strong told reuters  “people s eyes glaze see angry people streets ” believes new tax law hurt poor people  neither u s  secret service los angeles police department  investigated incident  would confirm strong responsible  secret service interviewed individual admitted delivering package  charges filed monday afternoon  lapd lieutenant rob weise said possible whoever left package break criminal laws  assigned investigate incident  weise said box present danger  would illegal  lapd bomb squad x rayed box opening saturday  photo card strong posted twitter  wrote “misters mnuchin   trump  we re returning ‘gift  christmas tax bill” signed “warmest wishes  american people ” strong said secret service agent  accompanied six police officers  showed house question sunday night  agent chided him  asking  “‘are ashamed behavior  ” white house declined comment monday officials treasury department could reached ,politicsNews,"December 25, 2017 ",real
republican national committee  better pedophile democrat u s  senate,now  whole world knows alabama senate candidate roy moore  r of course  banned alabama mall ymca creeping little girls  accused molesting young girls young age fourteen  course  allegations first came uproar backlash began  everyone  regardless politics  reacted outrage  however  gop outrage often much muted  further  took awhile republican national committee pull support moore  despite deeply disturbing allegations pedophile  well  rage died down  rnc back new message regarding senate race  better pedophile democrat under cover night  rnc reinstated support roy moore  rnc official confirmed hill that  quote  confirm involvement alabama senate race  so  it  folks  literally want child molester united states senate rather democrat  voices right brave one none seeking re election  former republican presidential nominee mitt romney tweeted gop must tolerate moore roy moore us senate would stain gop nation  leigh corfman victims courageous heroes  vote  majority worth losing honor  integrity  mitt romney   mittromney  december 4  2017outgoing arizona gop senator jeff flake actually said would vote democratic candidate  doug jones  lived alabama  former jeb bush adviser tim miller actually endorsed donated jones  outgoing pennsylvania moderate republican charlie dent said never supported moore first place  video dent takedown moore there also outspoken trump critic longtime gop strategist steve schmidt  went national television called moore pedophile other that  though  radio silence  all  need vote  besides  let face gop writ large showed america world stand elected donald trump featured image via scott olson getty images,News,"December 5, 2017",fake
 year old tweet donald trump shows us he s least perverted roy moore,hollywood producer harvey weinstein finally publicly outed decades alleged sexual abuses toward women   metoo hashtag formed dam broke  suddenly seemed every time turned computers  every time received phone alert  yet another man outed abuser the worst worst sexual abusers  though  abuse children  roy moore  right wing christian nut job running senate alabama accused that  five women come forward alleging moore dated worse teens 30s this began almost year day audio tape donald trump bragging big star grab women pussies  possible  though  trump bad  worse  moore while liberals democrats decried alleged abusers  regardless ideology party affiliation  republicans taken  shall say  nuanced stance comes moore  invoked bible  saying virgin mary teenager jesus born  course  much like forget well regulated militia part second amendment  men would slut shame sisters democrats wanted birth control  suddenly forgot first part mary moniker  also defended moore saying fragile young buck 32  possibly known better  alleged victims well way adulthood 14 16 donald trump surprisingly mum moore allegations  spokesperson kellyanne conway carefully straddled line saying allegations true  moore resign  trump  though  something interesting say subject statutory rape three years ago  tweet  trump called talent date woman young enough daughter  note  married melania time  rexrode lisa   realdonaldtrump date girls young enough daughter that s perverted  dated  no  that s talent  donald j  trump   realdonaldtrump  july 23  2013 first time trump expressed interest young girls  least twice  trump heard saying would soon dating girls who  time  underaged donald trump told 14 year old girls   in couple years  i ll dating you  pic twitter com aydew6ngnz l a  times politics   latimespolitics  october 13  2016 1992  said 10 year old girl would dating 10 years  video all this  course  election trump voters care  trump voters alabama care allegations moore either  poll taken accusations began surface showed moore 10 point lead democratic opponent  doug jones  thrown moral towel country  republicans certainly have  jerry falwell moral majority turned immoral minority right wing ideologues would pimp daughters meant putting another republican congress featured image via drew angerer getty images ,News,"November 13, 2017",fake
principles power  republicans need what s right remain relevant,last weeks  watched last shreds republican party family values rotted away as alabama voters prepare go polls december two choices them they vote democrat prove refuse tolerate accused child molester sexual predator party senate  put political power morality long preached about in words  either put power principles put principles power they both and damned damned t  choosing latter two options would far better honorable choice some things go politics  sexual assault is  rightfully should  one them voting moore sake political power throws every sexual assault victim bus  especially slap face women across country  major voting block already overwhelmingly voting democrat many years if republicans want chance surviving legitimate political party many decades come  critical start drawing line sand comes moore people defend donald trump this starting point alone restore little respect gop lost  perhaps then  even courageous enough rejects racists sexists nazis  grow ranks party southern strategy ever did and republican party get past extremists anti government zealots get road becoming sane party real ideas instead simply opposing obstructing every turn  good country all america lost respect international community reputation seriously sullied  letting moore step inside senate would send message world america supports child molestation sexual assault harassment women such message republican party smacks hypocrisy  all  talking party constantly bring sexual assault allegations bill clinton but like constantly bring abraham lincoln attempt claim republican party must still great  rhetoric bill clinton old tired really relevant today  gop far removed days lincoln  bill clinton president two decades ago running today would win  sexual assault allegations alone would prevent even getting ballot however  supporting donald trump  accused dozen women sexual assault 2016 campaign  republicans committed serious hypocrisy undermines bill clinton talking point if moore wins next month  republicans doubling hypocrisy past point return  consequences severe america diverse ever before  women emerged force reckoned decades old white guys running show  minorities also set become majority population  scale tips  gop longer able party white people  work it matter time  time running republican party and must rise politics stand something bigger themselves sexual assault child molestation rewarded power prestige  go beyond political arena well  whether behavior coming corporate ceo part owner website church leader position power republicans need start practicing morality preach putting politics aside right thing that republicans 1860 voted dark horse candidate flagbearer  lincoln put politics aside assemble one greatest cabinets history  bringing together liberal conservative republicans even democrat two and even though lincoln remained neutral first politics day made really difficult  made decision put politics aside pushed passage 13th amendment  move time could cost lincoln second term  anyway lincoln put principle power face even contentious hateful political environment experiencing today  time republicans now seven years ago  first article site explained republicans put power principles decades detriment progress towards better future everyone today  want inform loyal readers final article addicting info it honor privilege write many years  must first thank readers making job possible  knowing informing many people across country around world motivated make writing politics career  time move order pursue goal it hard leave best job one ever had  years  made friends lost friends  struggles triumphs  done drastically improving writer person along way with said  especially hard leave people work with  many  past present  deserve shout out  would like personally thank wendy gittleson  sarah wood  eve angeline mitchell  john prager  justin acuff  elisabeth parker  shannon barber  andrew simpson  conover kennard  jameson parker  ryan denson  patricia colli  randa morris  joe fletcher  dylan hock  april louise childers  justin rosario  shannon argueta  allison mcham vincent  christopher blair  oliver willis  kerry anne mendoza  nathaniel downes  nurmi husa  david e  phillips enriching life helping develop writer person today  amazing friends colleagues would without you last  least  want thank matthew desmond believing enough give start keep around years  best boss could ever hoped friendship support invaluable me  inspiration always grateful fiercely loyal you  changed life ways may never know this goodbye forever  perhaps one day  return long door remains open so  now  stephen d  foster jr  signing off featured image  mark wilson getty images,News,"November 25, 2017",fake
papa john s founder retires  figures racism bad business,centerpiece donald trump campaign  presidency  white supremacist ways  many public feuds gets involve people color  one favorite targets  is  course  players national football league dare exercise first amendment rights kneeling national anthem protest racist police brutality  well  one person figured racism bad business  even get orange overlord elected  founder pizza chain papa john s this man never right side history number issues  plus pizza sucks  but  decided complain players protesting  sales really dropped  turns racism pay  know corporations bottom line  therefore  papa john schnatter longer ceo hack pizza chain breaking  papa john s founder john schnatter step ceo  announcement comes weeks criticized nfl protests  ap business news   apbusiness  december 21  2017the thing is  people certainly allowed political opinions  realize opinions often come dire consequences especially one business trying garner sales support people  one would presume goal ceo s  one knows whether pressure shareholders  public outcry boycotts  even nfl anything stepping down  right now  know gone  perhaps future ceo run company inclusive diverse fabric call america  all  guiding symbol nation always statue liberty  bigots like trump schnatter past  rest us future  survive present get there featured image via rob kim getty images,News,"December 21, 2017",fake
trump wants postal service charge  much more  amazon shipments,seattle washington  reuters    president donald trump called u s  postal service friday charge “much more” ship packages amazon  amzn o   picking another fight online retail giant criticized past  “why united states post office  losing many billions dollars year  charging amazon others little deliver packages  making amazon richer post office dumber poorer  charging much more ” trump wrote twitter  president s tweet drew fresh attention fragile finances postal service time tens millions parcels shipped country holiday season  u s  postal service  runs big loss  independent agency within federal government receive tax dollars operating expenses  according website  package delivery become increasingly important part business internet led sharp decline amount first class letters  president determine postal rates  set postal regulatory commission  independent government agency commissioners selected president political parties  panel raised prices packages almost 2 percent november  amazon founded jeff bezos  remains chief executive officer retail company richest person world  according bloomberg news  bezos also owns washington post  newspaper trump repeatedly railed criticisms news media  tweets past year  trump said “amazon washington post” fabricated stories  said amazon pay sales tax  true  hurts retailers  part pattern former businessman reality television host periodically turning ire big american companies since took office january  daniel ives  research analyst gbh insights  said trump s comment could taken warning retail giant  however  said concerned amazon  “we see price hikes future  however  risk amazon clearly aware  it  building distribution  system  aggressively ” said  amazon shown interest past shifting delivery service  including testing drones deliveries  2015  company spent  11 5 billion shipping  46 percent total operating expenses year  amazon shares 0 86 percent  1 175 90 early afternoon  overall  u s  stock prices slightly friday  satish jindel  president shipmatrix inc  analyzes shipping data  disputed idea postal service charges less united parcel service inc  ups n  fedex corp  fdx n   biggest players parcel delivery business united states  many customers get lower rates ups fedex would get post office comparable services  said  postal service delivers 62 percent amazon packages  3 5 4 million day current peak year end holiday shipping season  jindel said  seattle based company post office agreement mail carriers take amazon packages last leg journeys  post offices customers  doorsteps  amazon s no  2 carrier ups  21 percent  fedex third  8 percent so  according jindel  trump s comment tapped debate whether postal service pricing kept pace rise e commerce  flooded mail small packages private companies like ups long claimed current system unfairly undercuts business  steve gaut  spokesman ups  noted company values “productive relationship” postal service  filed postal regulatory commission concerns postal service s methods covering costs  representatives amazon  white house  u s  postal service fedex declined comment immediately available comment trump s tweet  according annual report  postal service lost  2 74 billion year  deficit ballooned  61 86 billion  postal service s revenue first class mail  marketing mail periodicals flat declining  revenue package delivery 44 percent since 2014  19 5 billion fiscal year ended sept  30  2017  also lost  2 billion revenue temporary surcharge expired april 2016  according government accountability office report february  service facing growing personnel expenses  particularly  73 4 billion unfunded pension benefits liabilities  postal service announced plans cut costs  law  postal service set prices package delivery cover costs attributable service  postal service allocates 5 5 percent total costs business shipping packages even though line business 28 percent total revenue ,politicsNews,"December 29, 2017 ",real
drunk bragging trump staffer started russian collusion investigation,house intelligence committee chairman devin nunes going bad day  assumption  like many us  christopher steele dossier prompted russia investigation lashing department justice fbi order protect trump  happens  dossier started investigation  according documents obtained new york times former trump campaign adviser george papadopoulos drunk wine bar revealed knowledge russian opposition research hillary clinton on top that  papadopoulos covfefe boy trump  administration alleged  much larger role  none damning drunken fool wine bar  coffee boys help arrange new york meeting trump president abdel fattah el sisi egypt two months election  known former aide set meetings world leaders trump  team trump ran merely coffee boy in may 2016  papadopoulos revealed australian diplomat alexander downer russian officials shopping around possible dirt then democratic presidential nominee hillary clinton  exactly much mr  papadopoulos said night kensington wine rooms australian  alexander downer  unclear  report states  two months later  leaked democratic emails began appearing online  australian officials passed information mr  papadopoulos american counterparts  according four current former american foreign officials direct knowledge australians role  papadopoulos pleaded guilty lying f b i  cooperating witness special counsel robert mueller team this presidency  badly scripted reality tv show photo win mcnamee getty images ,News,"December 31, 2017",fake
